CBA_ID,UNION_ID,PSIC,REGION,EBU_YEAR_REG,SCOPE,TYPE,EMPLOYEES,MEMBERS,union_density,island_grp
"0280
",225,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,139,131,0.9424460431654677,Luzon
NA,226,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,4800,500,0.10416666666666667,Luzon
NA,227,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,44,27,0.6136363636363636,Luzon
NA,228,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,849,176,0.20730270906949352,Luzon
NA,229,CONSTRUCTION,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,300,300,1,Luzon
NA,230,CONSTRUCTION,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,120,14,0.11666666666666667,Luzon
0319,231,TRANSPORT AND STORAGE,NCR,2016,RANK AND FILE,INDEPENDENT UNION,140,88,0.6285714285714286,Luzon
"1089
",232,FINANCIAL AND  INSURANCE ACTIVITIES,NCR,2016,RANK AND FILE,INDEPENDENT UNION,14948,14838,0.9926411560074926,Luzon
NA,233,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,200,100,0.5,Luzon
NA,235,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",18,12,0.6666666666666666,Luzon
"1106
",236,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,50,15,0.3,Luzon
"0394
",237,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,94,10,0.10638297872340426,Luzon
NA,240,INFORMATION AND COMMUNICATION,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,700,700,1,Luzon
NA,241,CONSTRUCTION,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,45,18,0.4,Luzon
NA,242,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",1200,638,0.5316666666666666,Luzon
NA,243,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING  SUPPLY",NCR,2016,RANK AND FILE,LOCAL/CHAPTER,105,28,0.26666666666666666,Luzon
NA,244,MANUFACTURING,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",80,56,0.7,Luzon
NA,245,CONSTRUCTION,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,350,275,0.7857142857142857,Luzon
NA,246,"AGRICULTURE,  FORESTRY AND FISHING",NCR,2016,RANK AND FILE,LOCAL/CHAPTER,35,19,0.5428571428571428,Luzon
NA,247,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,28,6,0.21428571428571427,Luzon
"0476
",248,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,405,300,0.7407407407407407,Luzon
NA,249,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,100,25,0.25,Luzon
NA,250,OTHER SERVICES  ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,20,20,1,Luzon
"0488
",251,MANUFACTURING,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",149,92,0.6174496644295302,Luzon
NA,252,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,30,17,0.5666666666666667,Luzon
NA,253,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,50,38,0.76,Luzon
NA,255,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,28,18,0.6428571428571429,Luzon
NA,256,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,32,9,0.28125,Luzon
NA,257,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,72,9,0.125,Luzon
NA,258,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,42,25,0.5952380952380952,Luzon
NA,259,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,21,18,0.8571428571428571,Luzon
"0546
",260,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,56,30,0.5357142857142857,Luzon
"0587
",262,OTHER SERVICES  ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,60,12,0.2,Luzon
"0597
",263,MANUFACTURING,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",270,84,0.3111111111111111,Luzon
"0606
",264,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,77,45,0.5844155844155844,Luzon
NA,265,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,100,11,0.11,Luzon
NA,266,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,75,50,0.6666666666666666,Luzon
"0625
",267,MANUFACTURING,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",20,12,0.6,Luzon
NA,268,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,27,11,0.4074074074074074,Luzon
NA,269,CONSTRUCTION,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,250,10,0.04,Luzon
"0637
",270,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,115,55,0.4782608695652174,Luzon
NA,271,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,25,6,0.24,Luzon
0654,272,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,86,66,0.7674418604651163,Luzon
NA,273,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,60,12,0.2,Luzon
"0672
",274,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,128,16,0.125,Luzon
NA,276,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,30,14,0.4666666666666667,Luzon
NA,277,OTHER SERVICES ACTIVITIES,NCR,2016,RANK AND FILE,INDEPENDENT UNION,20,20,1,Luzon
NA,278,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,1000,275,0.275,Luzon
NA,280,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,891,482,0.5409652076318743,Luzon
"1131
",281,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,25,15,0.6,Luzon
NA,282,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,18,7,0.3888888888888889,Luzon
NA,283,MANUFACTURING,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",300,195,0.65,Luzon
NA,284,"WATER SUPPLY; SEWERAGE, WATE MANAGEMENT AND REMEDIATION  ACTIVITIES",NCR,2016,RANK AND FILE,INDEPENDENT UNION,200,100,0.5,Luzon
NA,285,OTHER SERVICES  ACTIVITIES,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",166,37,0.22289156626506024,Luzon
NA,286,MANUFACTURING,NCR,2016,RANK AND FILE,INDEPENDENT,80,10,0.125,Luzon
NA,287,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,300,24,0.08,Luzon
NA,288,OTHER SERVICES  ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,150,24,0.16,Luzon
"0796
",289,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,98,17,0.17346938775510204,Luzon
"0833
",291,MANUFACTURING,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",56,33,0.5892857142857143,Luzon
NA,292,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,40,10,0.25,Luzon
NA,293,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,2500,2500,1,Luzon
NA,294,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,100,25,0.25,Luzon
NA,296,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,27,8,0.2962962962962963,Luzon
NA,297,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,100,80,0.8,Luzon
NA,299,MANUFACTURING,NCR,2016,RANK AND FILE,INDEPENDENT,31,31,1,Luzon
NA,300,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,200,50,0.25,Luzon
NA,301,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING  SUPPLY",NCR,2016,RANK AND FILE,LOCAL/CHAPTER,80,20,0.25,Luzon
NA,302,EDUCATION,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",25,10,0.4,Luzon
NA,303,CONSTRUCTION,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,21,11,0.5238095238095238,Luzon
"0930
",304,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,65,10,0.15384615384615385,Luzon
"0931
",305,CONSTRUCTION,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,1000,500,0.5,Luzon
NA,306,CONSTRUCTION,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,760,250,0.32894736842105265,Luzon
"0932
",307,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,48,38,0.7916666666666666,Luzon
"0938
",309,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,100,20,0.2,Luzon
NA,310,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,100,25,0.25,Luzon
NA,311,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,50,10,0.2,Luzon
NA,312,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,40,15,0.375,Luzon
NA,313,MANUFACTURING,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",45,20,0.4444444444444444,Luzon
NA,314,OTHER SERVICES  ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,39,19,0.48717948717948717,Luzon
NA,315,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,39,20,0.5128205128205128,Luzon
NA,316,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,39,19,0.48717948717948717,Luzon
NA,317,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,39,18,0.46153846153846156,Luzon
NA,318,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,39,17,0.4358974358974359,Luzon
NA,319,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,39,20,0.5128205128205128,Luzon
NA,320,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,39,14,0.358974359,Luzon
NA,321,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,39,19,0.48717948717948717,Luzon
NA,322,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,39,20,0.5128205128205128,Luzon
"0971
",323,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,166,20,0.12048192771084337,Luzon
NA,324,ACCOMODATION  AND FOOD SERVICE ACTIVITIES,NCR,2016,RANK AND FILE,INDEPENDENT UNION,600,122,0.20333333333333334,Luzon
NA,326,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,50,12,0.24,Luzon
NA,327,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,78,18,0.23076923076923078,Luzon
NA,328,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,50,13,0.26,Luzon
NA,329,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,110,100,0.9090909090909091,Luzon
NA,330,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,51,13,0.2549019607843137,Luzon
1020,331,OTHER SERVICES  ACTIVITIES,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",200,80,0.4,Luzon
NA,332,TRANSPORT AND  STORAGE,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,202,20,0.099009901,Luzon
NA,333,TRANSPORT AND  STORAGE,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,29,19,0.6551724137931034,Luzon
NA,336,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,26,13,0.5,Luzon
NA,337,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,21,21,1,Luzon
NA,338,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,21,21,1,Luzon
NA,339,CONSTRUCTION,NCR,2015,RANK AND FILE,INDEPENDENT,46,9,0.1956521739130435,Luzon
NA,340,CONSTRUCTION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,114,40,0.3508771929824561,Luzon
NA,341,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,100,20,0.2,Luzon
NA,342,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,100,18,0.18,Luzon
NA,343,TRANSPORT AND  STORAGE,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,85,52,0.611764706,Luzon
"0379
",344,MANUFACTURING,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",54,21,0.3888888888888889,Luzon
NA,345,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,21,20,0.9523809523809523,Luzon
NA,346,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,30,15,0.5,Luzon
NA,348,CONSTRUCTION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,310,12,0.038709677,Luzon
NA,349,TRANSPORT AND  STORAGE,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,46,34,0.7391304347826086,Luzon
"0475
",350,TRANSPORT AND  STORAGE,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,46,34,0.7391304347826086,Luzon
"0482
",351,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,170,19,0.11176470588235295,Luzon
NA,352,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,109,30,0.27522935779816515,Luzon
NA,354,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,36,20,0.5555555555555556,Luzon
NA,355,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,36,17,0.4722222222222222,Luzon
NA,356,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,36,19,0.5277777777777778,Luzon
NA,357,CONSTRUCTION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,310,32,0.1032258064516129,Luzon
NA,358,EDUCATION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,190,30,0.15789473684210525,Luzon
1064,359,TRANSPORT AND STORAGE,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,397,384,0.9672544080604534,Luzon
NA,360,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,100,12,0.12,Luzon
NA,362,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,24,10,0.4166666666666667,Luzon
"0543
",363,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,45,23,0.5111111111111111,Luzon
NA,364,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,35,8,0.22857142857142856,Luzon
NA,365,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL  ACTIVITIES",NCR,2015,RANK AND FILE,INDEPENDENT UNION,36,36,1,Luzon
NA,366,TRANSPORT AND STORAGE,NCR,2015,RANK AND FILE,INDEPENDENT UNION,50,18,0.36,Luzon
NA,367,MANUFACTURING,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",40,13,0.325,Luzon
NA,368,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,300,200,0.6666666666666666,Luzon
NA,369,MANUFACTURING,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",79,49,0.620253165,Luzon
NA,370,MANUFACTURING,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",34,13,0.38235294117647056,Luzon
NA,371,EDUCATION,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",248,132,0.532258065,Luzon
NA,372,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2015,RANK AND FILE,INDEPENDENT UNION,18,8,0.4444444444444444,Luzon
NA,373,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,200,50,0.25,Luzon
NA,374,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,INDEPENDENT UNION,3000,740,0.24666666666666667,Luzon
NA,375,INFORMATION AND COMMUNICATION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,30,10,0.3333333333333333,Luzon
NA,376,CONSTRUCTION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,10100,9900,0.9801980198019802,Luzon
NA,378,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,107,12,0.11214953271028037,Luzon
NA,379,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,20,7,0.35,Luzon
"0177
",380,HUMAN HEALTH AND SOCIAL WORK  ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,200,108,0.54,Luzon
"0725
",381,CONSTRUCTION,NCR,2015,SUPERVISORY,"INDEPENDENT
UNION",74,13,0.17567567567567569,Luzon
"0724
",382,CONSTRUCTION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,62,38,0.6129032258064516,Luzon
NA,383,CONSTRUCTION,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",105,24,0.22857142857142856,Luzon
NA,384,MANUFACTURING,NCR,2015,RANK AND FILE,INDEPENDENT,62,40,0.6451612903225806,Luzon
NA,385,"WATER SUPPLY; SEWERAGE, WATE MANAGEMENT AND REMEDIATION  ACTIVITIES",NCR,2015,RANK AND FILE,INDEPENDENT UNION,78,49,0.6282051282051282,Luzon
NA,386,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,1000,200,0.2,Luzon
NA,387,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,30,15,0.5,Luzon
NA,388,CONSTRUCTION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,95,13,0.1368421052631579,Luzon
NA,390,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,104,64,0.6153846153846154,Luzon
NA,391,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,INDEPENDENT UNION,172,59,0.3430232558139535,Luzon
NA,392,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,435,303,0.696551724,Luzon
NA,393,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,84,18,0.21428571428571427,Luzon
0776,394,TRANSPORT AND  STORAGE,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,56,50,0.8928571428571429,Luzon
NA,395,OTHER SERVICES  ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,120,51,0.425,Luzon
NA,396,CONSTRUCTION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,405,95,0.2345679012345679,Luzon
NA,397,"WATER SUPPLY; SEWERAGE, WATE MANAGEMENT AND REMEDIATION  ACTIVITIES",NCR,2015,RANK AND FILE,LOCAL/CHAPTER,20,13,0.65,Luzon
NA,398,MANUFACTURING,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",36,16,0.4444444444444444,Luzon
NA,399,CONSTRUCTION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,510,13,0.025490196078431372,Luzon
"0806
",400,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2015,RANK AND FILE,INDEPENDENT UNION,75,15,0.2,Luzon
NA,401,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,60,18,0.3,Luzon
NA,402,FINANCIAL AND INSURANCE ACTIVITIES,NCR,2015,RANK AND FILE,INDEPENDENT UNION,378,238,0.6296296296296297,Luzon
NA,403,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,525,20,0.038095238,Luzon
NA,404,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,4005,202,0.050436953807740326,Luzon
NA,405,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL  ACTIVITIES",NCR,2015,RANK AND FILE,LOCAL/CHAPTER,120,72,0.6,Luzon
0845,406,FINANCIAL AND  INSURANCE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,140,59,0.42142857142857143,Luzon
NA,407,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,65,15,0.23076923076923078,Luzon
NA,408,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,50,10,0.2,Luzon
NA,409,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,22,13,0.5909090909090909,Luzon
NA,410,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,13,11,0.8461538461538461,Luzon
NA,411,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,100,20,0.2,Luzon
"0878
",412,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,269,165,0.6133828996282528,Luzon
NA,413,CONSTRUCTION,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,120,28,0.23333333333333334,Luzon
NA,414,TRANSPORT AND STORAGE,NCR,2015,RANK AND FILE,INDEPENDENT UNION,90,87,0.9666666666666667,Luzon
NA,415,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,100,91,0.91,Luzon
NA,416,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,52,52,1,Luzon
NA,417,MANUFACTURING,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",64,20,0.3125,Luzon
NA,418,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,100,40,0.4,Luzon
NA,419,MANUFACTURING,NCR,2015,RANK AND FILE,INDEPENDENT,99,25,0.25252525252525254,Luzon
NA,420,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,60,11,0.18333333333333332,Luzon
NA,421,TRANSPORT AND  STORAGE,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",37,36,0.972972973,Luzon
NA,422,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,39,19,0.48717948717948717,Luzon
NA,423,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,39,16,0.41025641025641024,Luzon
NA,424,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,39,19,0.48717948717948717,Luzon
NA,425,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,39,17,0.4358974358974359,Luzon
NA,426,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,39,22,0.5641025641025641,Luzon
NA,427,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,38,19,0.5,Luzon
NA,428,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,39,20,0.5128205128205128,Luzon
NA,429,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,39,17,0.4358974358974359,Luzon
NA,430,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,34,26,0.7647058823529411,Luzon
NA,432,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,60,22,0.36666666666666664,Luzon
NA,433,TRANSPORT AND STORAGE,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,30,18,0.6,Luzon
1042,434,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,33,23,0.696969697,Luzon
NA,435,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,278,27,0.097122302,Luzon
NA,437,MANUFACTURING,NCR,2015,RANK AND FILE,"INDEPENDENT
UNION",22,20,0.9090909090909091,Luzon
NA,438,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,30,27,0.9,Luzon
NA,439,MANUFACTURING,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,21,9,0.42857142857142855,Luzon
NA,440,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2015,RANK AND FILE,LOCAL/CHAPTER,19,9,0.47368421052631576,Luzon
NA,441,ACCOMODATION  AND FOOD SERVICE ACTIVITIES,NCR,2015,RANK AND FILE,INDEPENDENT UNION,39,27,0.6923076923076923,Luzon
"0272
",442,MANUFACTURING,NCR,2014,RANK AND FILE,INDEPENDENT UNION,120,40,0.3333333333333333,Luzon
NA,443,MANUFACTURING,NCR,2014,RANK AND FILE,LOCAL/CHAPTER,2500,11,0.0044,Luzon
NA,444,MANUFACTURING,NCR,2014,RANK AND FILE,LOCAL/CHAPTER,32,15,0.46875,Luzon
NA,445,MANUFACTURING,NCR,2014,RANK AND FILE,INDEPENDENT,470,131,0.27872340425531916,Luzon
NA,446,MANUFACTURING,NCR,2014,RANK AND FILE,"INDEPENDENT
UNION",20,13,0.65,Luzon
NA,447,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2014,RANK AND FILE,LOCAL/CHAPTER,24,22,0.9166666666666666,Luzon
