CBA_ID,UNION_ID,PSIC,REGION,EBU_YEAR_REG,SCOPE,TYPE,EMPLOYEES,MEMBERS,union_density,island_grp
NA,9117,MANUFACTURING,NCR,1981,RANK AND FILE,INDEPENDENT UNION,111,111,1,Luzon
NA,9118,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",317,317,1,Luzon
NA,9119,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",161,98,0.6086956521739131,Luzon
NA,9120,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",180,132,0.7333333333333333,Luzon
NA,9121,FINANCIAL AND INSURANCE  ACTIVITIES,NCR,1981,RANK AND FILE,INDEPENDENT UNION,30,25,0.8333333333333334,Luzon
NA,9122,"WATER SUPPLY; SEWERAGE, WATE MANAGEMENT AND REMEDIATION  ACTIVITIES",NCR,1981,RANK AND FILE,INDEPENDENT UNION,17,17,1,Luzon
NA,9124,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",47,27,0.574468085,Luzon
NA,9125,EDUCATION,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",26,17,0.6538461538461539,Luzon
NA,9126,TRANSPORT AND  STORAGE,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",80,59,0.7375,Luzon
NA,9128,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",60,50,0.8333333333333334,Luzon
NA,9129,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1981,RANK AND FILE,AFFILIATE,21,18,0.8571428571428571,Luzon
NA,9130,EDUCATION,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",43,32,0.7441860465116279,Luzon
NA,9131,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,NCR,1981,RANK AND FILE,INDEPENDENT UNION,40,22,0.55,Luzon
NA,9132,MANUFACTURING,NCR,1981,RANK AND FILE,INDEPENDENT,38,22,0.5789473684210527,Luzon
NA,9133,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",86,61,0.7093023255813954,Luzon
NA,9134,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",84,80,0.9523809523809523,Luzon
NA,9135,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1981,RANK AND FILE,INDEPENDENT UNION,24,24,1,Luzon
NA,9136,OTHER SERVICES  ACTIVITIES,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",18,11,0.6111111111111112,Luzon
NA,9137,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",249,210,0.8433734939759037,Luzon
NA,9138,MANUFACTURING,NCR,1981,RANK AND FILE,INDEPENDENT,50,29,0.58,Luzon
NA,9139,EDUCATION,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",116,83,0.7155172413793104,Luzon
NA,9140,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING  SUPPLY",NCR,1981,RANK AND FILE,INDEPENDENT UNION,220,128,0.5818181818181818,Luzon
NA,9141,MANUFACTURING,NCR,1981,RANK AND FILE,INDEPENDENT UNION,195,179,0.9179487179487179,Luzon
NA,9142,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",179,153,0.8547486033519553,Luzon
NA,9143,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",520,333,0.6403846153846153,Luzon
NA,9145,INFORMATION AND COMMUNICATION,NCR,1981,RANK AND FILE,INDEPENDENT UNION,70,48,0.6857142857142857,Luzon
NA,9146,OTHER SERVICES  ACTIVITIES,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",76,74,0.9736842105263158,Luzon
NA,9147,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,1981,RANK AND FILE,INDEPENDENT UNION,70,69,0.9857142857142858,Luzon
NA,9148,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",340,168,0.49411764705882355,Luzon
NA,9150,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",58,30,0.5172413793103449,Luzon
NA,9153,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",139,64,0.460431655,Luzon
NA,9155,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",22,22,1,Luzon
NA,9156,MANUFACTURING,NCR,1981,RANK AND FILE,AFFILIATE,463,232,0.5010799136069114,Luzon
NA,9157,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",463,232,0.5010799136069114,Luzon
NA,9158,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1981,RANK AND FILE,INDEPENDENT UNION,30,18,0.6,Luzon
NA,9162,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,1981,RANK AND FILE,INDEPENDENT UNION,465,262,0.5634408602150538,Luzon
NA,9163,EDUCATION,NCR,1981,RANK AND FILE,INDEPENDENT,26,24,0.9230769230769231,Luzon
NA,9164,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1981,RANK AND FILE,INDEPENDENT UNION,34,15,0.4411764705882353,Luzon
NA,9165,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",80,56,0.7,Luzon
NA,9166,TRANSPORT AND  STORAGE,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",102,87,0.8529411764705882,Luzon
NA,9167,MANUFACTURING,NCR,1981,RANK AND FILE,INDEPENDENT,39,27,0.6923076923076923,Luzon
NA,9168,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",1031,553,0.5363724539282251,Luzon
1018,9169,EDUCATION,NCR,1981,RANK AND FILE,INDEPENDENT,1387,1200,0.8651766402307137,Luzon
NA,9171,MANUFACTURING,NCR,1981,RANK AND FILE,INDEPENDENT UNION,30,17,0.5666666666666667,Luzon
NA,9174,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",47,24,0.5106382978723404,Luzon
NA,9175,MANUFACTURING,NCR,1981,RANK AND FILE,"INDEPENDENT
UNION",194,169,0.8711340206185567,Luzon
NA,9176,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",167,167,1,Luzon
NA,9179,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",47,27,0.574468085,Luzon
NA,9183,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,159,81,0.5094339622641509,Luzon
NA,9184,TRANSPORT AND  STORAGE,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",120,120,1,Luzon
NA,9185,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",86,86,1,Luzon
NA,9188,"AGRICULTURE, FORESTRY AND  FISHING",NCR,1980,RANK AND FILE,INDEPENDENT UNION,45,30,0.6666666666666666,Luzon
NA,9191,OTHER SERVICES  ACTIVITIES,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",117,115,0.9829059829059829,Luzon
NA,9200,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,260,170,0.6538461538461539,Luzon
NA,9201,TRANSPORT AND  STORAGE,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",45,45,1,Luzon
NA,9202,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",31,28,0.9032258064516129,Luzon
NA,9204,TRANSPORT AND  STORAGE,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",88,85,0.9659090909090909,Luzon
NA,9205,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",126,75,0.5952380952380952,Luzon
NA,9206,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT UNION,36,35,0.9722222222222222,Luzon
NA,9207,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",155,85,0.5483870967741935,Luzon
NA,9208,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,41,41,1,Luzon
NA,9209,FINANCIAL AND  INSURANCE ACTIVITIES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,800,557,0.69625,Luzon
NA,9210,TRANSPORT AND  STORAGE,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",107,79,0.7383177570093458,Luzon
NA,9211,EDUCATION,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",50,26,0.52,Luzon
NA,9212,HUMAN HEALTH AND SOCIAL WORK  ACTIVITIES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,300,212,0.7066666666666667,Luzon
NA,9213,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,29,21,0.7241379310344828,Luzon
NA,9214,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",30,26,0.8666666666666667,Luzon
NA,9215,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",134,127,0.9477611940298507,Luzon
NA,9217,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,59,49,0.8305084745762712,Luzon
NA,9220,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,38,30,0.7894736842105263,Luzon
NA,9222,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",26,26,1,Luzon
NA,9225,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,127,89,0.7007874015748031,Luzon
NA,9227,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",340,270,0.7941176470588235,Luzon
NA,9228,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,283,65,0.22968197879858657,Luzon
NA,9229,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",24,14,0.5833333333333334,Luzon
NA,9230,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,117,97,0.8290598290598291,Luzon
NA,9231,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,120,97,0.8083333333333333,Luzon
NA,9232,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,145,90,0.6206896551724138,Luzon
"0668
",9233,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,94,84,0.8936170212765957,Luzon
NA,9237,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT UNION,72,32,0.4444444444444444,Luzon
NA,9238,MANUFACTURING,NCR,1980,RANK AND FILE,LOCAL/CHAPTER,183,57,0.3114754098360656,Luzon
NA,9239,TRANSPORT AND  STORAGE,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",100,13,0.13,Luzon
NA,9241,TRANSPORT AND  STORAGE,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",65,65,1,Luzon
NA,9242,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",319,260,0.8150470219435737,Luzon
NA,9243,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,18,15,0.8333333333333334,Luzon
NA,9244,EDUCATION,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",80,76,0.95,Luzon
NA,9250,EDUCATION,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",66,35,0.5303030303030303,Luzon
NA,9251,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,230,118,0.5130434782608696,Luzon
NA,9253,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1980,RANK AND FILE,AFFILIATE,132,56,0.42424242424242425,Luzon
NA,9254,TRANSPORT AND  STORAGE,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",50,30,0.6,Luzon
NA,9256,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",291,205,0.7044673539518901,Luzon
NA,9257,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",1200,709,0.5908333333333333,Luzon
NA,9260,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,110,105,0.9545454545454546,Luzon
NA,9261,MINING AND  QUARRYING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",65,49,0.7538461538461538,Luzon
NA,9263,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",2771,1200,0.43305665824612055,Luzon
NA,9264,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",102,62,0.6078431372549019,Luzon
0857,9268,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",362,154,0.425414365,Luzon
NA,9269,INFORMATION AND COMMUNICATION,NCR,1980,RANK AND FILE,INDEPENDENT UNION,377,246,0.6525198938992043,Luzon
NA,9270,FINANCIAL AND INSURANCE  ACTIVITIES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,395,146,0.369620253,Luzon
NA,9271,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",87,76,0.8735632183908046,Luzon
NA,9272,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",90,90,1,Luzon
NA,9273,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,120,112,0.9333333333333333,Luzon
NA,9275,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",29,18,0.6206896551724138,Luzon
NA,9276,TRANSPORT AND  STORAGE,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",100,79,0.79,Luzon
NA,9277,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,182,152,0.8351648351648352,Luzon
NA,9278,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",400,195,0.4875,Luzon
NA,9279,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,150,108,0.72,Luzon
NA,9282,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",513,411,0.8011695906432749,Luzon
NA,9283,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,71,37,0.5211267605633803,Luzon
NA,9284,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",29,29,1,Luzon
NA,9286,TRANSPORT AND  STORAGE,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",53,37,0.6981132075471698,Luzon
NA,9288,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,60,48,0.8,Luzon
NA,9290,MANUFACTURING,NCR,1980,RANK AND FILE,AFFILIATE,147,59,0.4013605442176871,Luzon
NA,9292,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,37,37,1,Luzon
NA,9293,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",250,217,0.868,Luzon
NA,9294,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,666,610,0.9159159159159159,Luzon
NA,9295,CONSTRUCTION,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",91,59,0.6483516483516484,Luzon
NA,9299,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,70,48,0.6857142857142857,Luzon
NA,9300,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",301,191,0.6345514950166113,Luzon
NA,9301,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",15,14,0.9333333333333333,Luzon
NA,9303,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",107,55,0.514018692,Luzon
NA,9305,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,23,23,1,Luzon
NA,9307,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1980,RANK AND FILE,INDEPENDENT UNION,13,9,0.6923076923076923,Luzon
NA,9308,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,94,89,0.9468085106382979,Luzon
NA,9309,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",85,75,0.8823529411764706,Luzon
NA,9310,MANUFACTURING,NCR,1980,RANK AND FILE,INDEPENDENT,21,21,1,Luzon
NA,9311,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",90,46,0.5111111111111111,Luzon
NA,9312,MANUFACTURING,NCR,1980,RANK AND FILE,"INDEPENDENT
UNION",100,87,0.87,Luzon
NA,9322,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",175,117,0.6685714285714286,Luzon
NA,9326,EDUCATION,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",195,124,0.6358974358974359,Luzon
NA,9327,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",91,66,0.7252747252747253,Luzon
NA,9328,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",80,41,0.5125,Luzon
NA,9339,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",72,59,0.8194444444444444,Luzon
NA,9341,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",260,129,0.49615384615384617,Luzon
NA,9342,TRANSPORT AND  STORAGE,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",73,69,0.9452054794520548,Luzon
NA,9344,MANUFACTURING,NCR,1979,RANK AND FILE,INDEPENDENT,50,30,0.6,Luzon
NA,9350,MANUFACTURING,NCR,1979,RANK AND FILE,INDEPENDENT UNION,290,290,1,Luzon
NA,9351,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",247,160,0.6477732793522267,Luzon
NA,9354,INFORMATION AND COMMUNICATION,NCR,1979,RANK AND FILE,INDEPENDENT UNION,42,36,0.8571428571428571,Luzon
NA,9355,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",105,88,0.8380952380952381,Luzon
NA,9356,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",700,356,0.5085714285714286,Luzon
"0698
",9361,FINANCIAL AND  INSURANCE ACTIVITIES,NCR,1979,RANK AND FILE,AFFILIATE,165,116,0.703030303,Luzon
NA,9363,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1979,RANK AND FILE,INDEPENDENT UNION,65,26,0.4,Luzon
NA,9366,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1979,RANK AND FILE,INDEPENDENT UNION,115,100,0.8695652173913043,Luzon
NA,9367,EDUCATION,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",120,95,0.7916666666666666,Luzon
NA,9371,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",339,180,0.5309734513274337,Luzon
NA,9373,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",101,94,0.9306930693069307,Luzon
NA,9374,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",165,143,0.8666666666666667,Luzon
NA,9375,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1979,RANK AND FILE,INDEPENDENT UNION,73,41,0.5616438356164384,Luzon
NA,9380,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1979,RANK AND FILE,INDEPENDENT UNION,105,89,0.8476190476190476,Luzon
"0818
",9387,MINING AND  QUARRYING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",79,64,0.810126582,Luzon
NA,9393,EDUCATION,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",85,54,0.6352941176470588,Luzon
NA,9400,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",200,181,0.905,Luzon
NA,9402,TRANSPORT AND  STORAGE,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",56,50,0.8928571428571429,Luzon
NA,9407,EDUCATION,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",79,46,0.5822784810126582,Luzon
NA,9408,MANUFACTURING,NCR,1979,RANK AND FILE,INDEPENDENT UNION,325,296,0.9107692307692308,Luzon
NA,9409,MANUFACTURING,NCR,1979,RANK AND FILE,INDEPENDENT,77,37,0.4805194805194805,Luzon
NA,9414,MANUFACTURING,NCR,1979,RANK AND FILE,AFFILIATE,800,206,0.2575,Luzon
NA,9417,MANUFACTURING,NCR,1979,RANK AND FILE,INDEPENDENT,91,58,0.6373626373626373,Luzon
NA,9421,MANUFACTURING,NCR,1979,RANK AND FILE,INDEPENDENT UNION,53,52,0.9811320754716981,Luzon
NA,9422,MANUFACTURING,NCR,1979,RANK AND FILE,INDEPENDENT,660,457,0.6924242424242424,Luzon
NA,9430,TRANSPORT AND STORAGE,NCR,1979,RANK AND FILE,INDEPENDENT UNION,316,316,1,Luzon
NA,9433,MANUFACTURING,NCR,1979,RANK AND FILE,"INDEPENDENT
UNION",161,119,0.7391304347826086,Luzon
NA,9435,TRANSPORT AND  STORAGE,NCR,1978,RANK AND FILE,"INDEPENDENT
UNION",34,22,0.6470588235294118,Luzon
NA,9436,MANUFACTURING,NCR,1978,RANK AND FILE,"INDEPENDENT
UNION",230,225,0.9782608695652174,Luzon
NA,9438,MANUFACTURING,NCR,1978,RANK AND FILE,INDEPENDENT,101,72,0.7128712871287128,Luzon
NA,9439,MANUFACTURING,NCR,1978,RANK AND FILE,INDEPENDENT,52,52,1,Luzon
NA,9440,MANUFACTURING,NCR,1978,RANK AND FILE,INDEPENDENT,46,16,0.34782608695652173,Luzon
NA,9445,FINANCIAL AND INSURANCE  ACTIVITIES,NCR,1978,RANK AND FILE,INDEPENDENT UNION,361,162,0.4487534626038781,Luzon
NA,9448,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1978,RANK AND FILE,INDEPENDENT UNION,248,212,0.8548387096774194,Luzon
NA,9449,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1978,RANK AND FILE,INDEPENDENT UNION,33,33,1,Luzon
NA,9452,MANUFACTURING,NCR,1978,RANK AND FILE,"INDEPENDENT
UNION",119,62,0.5210084033613446,Luzon
NA,9472,MANUFACTURING,NCR,1978,RANK AND FILE,"INDEPENDENT
UNION",163,119,0.7300613496932515,Luzon
NA,9474,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,1978,RANK AND FILE,INDEPENDENT UNION,24,23,0.9583333333333334,Luzon
NA,9475,MANUFACTURING,NCR,1978,RANK AND FILE,"INDEPENDENT
UNION",61,43,0.7049180327868853,Luzon
NA,9476,MANUFACTURING,NCR,1978,RANK AND FILE,INDEPENDENT UNION,300,213,0.71,Luzon
NA,9479,EDUCATION,NCR,1978,RANK AND FILE,"INDEPENDENT
UNION",236,193,0.8177966101694916,Luzon
NA,9480,MANUFACTURING,NCR,1978,RANK AND FILE,INDEPENDENT,31,31,1,Luzon
NA,9481,MANUFACTURING,NCR,1978,RANK AND FILE,INDEPENDENT,152,113,0.743421053,Luzon
NA,9482,MANUFACTURING,NCR,1978,RANK AND FILE,"INDEPENDENT
UNION",61,61,1,Luzon
NA,9484,MANUFACTURING,NCR,1978,RANK AND FILE,INDEPENDENT,833,450,0.5402160864345739,Luzon
NA,9486,MANUFACTURING,NCR,1978,RANK AND FILE,"INDEPENDENT
UNION",86,82,0.9534883720930233,Luzon
NA,9491,MANUFACTURING,NCR,1978,RANK AND FILE,INDEPENDENT,147,88,0.5986394557823129,Luzon
NA,9494,CONSTRUCTION,NCR,1977,RANK AND FILE,"INDEPENDENT
UNION",2150,546,0.25395348837209303,Luzon
NA,9495,MANUFACTURING,NCR,1977,RANK AND FILE,"INDEPENDENT
UNION",150,14,0.093333333,Luzon
NA,9500,TRANSPORT AND  STORAGE,NCR,1977,RANK AND FILE,"INDEPENDENT
UNION",109,57,0.5229357798165137,Luzon
NA,9502,MANUFACTURING,NCR,1977,RANK AND FILE,"INDEPENDENT
UNION",62,59,0.9516129032258065,Luzon
NA,9503,MANUFACTURING,NCR,1977,RANK AND FILE,INDEPENDENT,130,68,0.5230769230769231,Luzon
NA,9505,MANUFACTURING,NCR,1977,RANK AND FILE,"INDEPENDENT
UNION",403,316,0.7841191066997518,Luzon
NA,9506,MANUFACTURING,NCR,1977,RANK AND FILE,INDEPENDENT,205,176,0.8585365853658536,Luzon
NA,9507,MANUFACTURING,NCR,1977,RANK AND FILE,INDEPENDENT,460,460,1,Luzon
NA,9508,MANUFACTURING,NCR,1977,RANK AND FILE,INDEPENDENT,12,12,1,Luzon
NA,9509,MANUFACTURING,NCR,1977,RANK AND FILE,"INDEPENDENT
UNION",31,21,0.6774193548387096,Luzon
NA,9512,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1977,RANK AND FILE,INDEPENDENT UNION,60,57,0.95,Luzon
NA,9514,MANUFACTURING,NCR,1977,RANK AND FILE,"INDEPENDENT
UNION",98,55,0.5612244897959183,Luzon
NA,9515,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1977,RANK AND FILE,INDEPENDENT UNION,100,86,0.86,Luzon
NA,9516,MANUFACTURING,NCR,1977,RANK AND FILE,"INDEPENDENT
UNION",200,103,0.515,Luzon
NA,9517,MANUFACTURING,NCR,1977,RANK AND FILE,INDEPENDENT,66,55,0.8333333333333334,Luzon
NA,9519,MANUFACTURING,NCR,1977,RANK AND FILE,"INDEPENDENT
UNION",103,103,1,Luzon
NA,9520,FINANCIAL AND INSURANCE  ACTIVITIES,NCR,1977,RANK AND FILE,INDEPENDENT UNION,761,519,0.6819973718791065,Luzon
NA,9522,MANUFACTURING,NCR,1977,RANK AND FILE,AFFILIATE,547,245,0.44789762340036565,Luzon
"0278
",9526,MANUFACTURING,NCR,1976,RANK AND FILE,"INDEPENDENT
UNION",70,68,0.9714285714285714,Luzon
NA,9531,MANUFACTURING,NCR,1976,RANK AND FILE,"INDEPENDENT
UNION",30,10,0.3333333333333333,Luzon
NA,9533,MANUFACTURING,NCR,1976,RANK AND FILE,"INDEPENDENT
UNION",1009,653,0.647175421,Luzon
"0510
",9535,MANUFACTURING,NCR,1976,RANK AND FILE,"INDEPENDENT
UNION",100,81,0.81,Luzon
"0063
",9538,TRANSPORT AND  STORAGE,NCR,1976,RANK AND FILE,"INDEPENDENT
UNION",13,10,0.7692307692307693,Luzon
NA,9539,TRANSPORT AND  STORAGE,NCR,1976,RANK AND FILE,AFFILIATE,387,186,0.4806201550387597,Luzon
NA,9544,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,1976,RANK AND FILE,INDEPENDENT UNION,90,44,0.4888888888888889,Luzon
NA,9546,MANUFACTURING,NCR,1976,RANK AND FILE,AFFILIATE,30,24,0.8,Luzon
NA,9548,INFORMATION AND COMMUNICATION,NCR,1976,RANK AND FILE,INDEPENDENT UNION,195,118,0.6051282051282051,Luzon
NA,9551,MANUFACTURING,NCR,1976,RANK AND FILE,"INDEPENDENT
UNION",300,73,0.24333333333333335,Luzon
